Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?,place_id_verification,match_status,match_confidence,match_method,verified_place_id,match_notes
Inday All Day Williamsburg,Inday Williamsburg,658 Driggs Avenue,ChIJ-xUElXtZwokRpv0Gz1fJiuc,NYC,,Valid: INDAY All Day (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Maman Upper East Side,Maman- UES,,ChIJAx5HgFlZwokRcWUfz5VxS0w,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 432
SPQR Pacific Heights,SPQR,1911 Fillmore Street,ChIJCUQFkseAhYARpkr3emAuxp8,SF,,Invalid: Address match (0.89),MATCHED,1.0,verified_place_id,,Matched to DB row 621
HED 11 SOMA,HED 11,1800 Sutter Street,ChIJ8wbZfQCBhYARbBBXJyQXBZA,SF,,Valid: Hed 11 (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 279
Slate Cafe Midtown,Slate Cafe - Midtown,,ChIJXWk4h4NZwokRX89_Qlwh0z0,NYC,,Invalid: Name match (0.84),NO_MATCH,0.0,,,No confident match found
Slate Cafe Nomad - Breakfast Pass,Slate Cafe Nomad,941 2nd Ave,ChIJMznhLt9ZwokREJt8CB0FTdA,NYC,,Invalid: Low confidence match,NO_MATCH,0.0,,,No candidates passed pre-filtering
Cubby's Hells Kitchen,Cubby’s,,ChIJrX0iSu5ZwokRYg6me9J5obs,NYC,,Invalid: Partial name match (0.70),MATCHED,1.0,verified_place_id,,Matched to DB row 170
The Butcher's Daughter (Nolita)- Breakfast Club,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJb03pTce6woAR3xX6dxF_KR4,NYC,,Corrected: The Butcher's Daughter (conf: 0.77),NO_MATCH,0.0,,,No candidates passed pre-filtering
The Butcher's Daughter (Nolita)- Breakfast Club,The Butcher's Daughter (Nolita),,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,Invalid: Partial name match (0.65),NO_MATCH,0.0,,,No candidates passed pre-filtering
Two Hands Williamsburg- Breakfast Club,Two Hands Hospitality,251 Church Street,ChIJ256pFiBawokR-JFcFPAz7Ig,NYC,,Invalid: Address match (0.87),NO_MATCH,0.0,,,No confident match found
Chinta Thai Greenpoint,ChintaThai,157 Franklin Street,ChIJizcRni5ZwokRq-qMYfpKxB4,NYC,,Valid: Chinta Thai (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 151
Third Falcon Fort Greene,Third Falcon,360 Myrtle Avenue,ChIJT0Pe_qJbwokR6Ql0YY5qF8I,NYC,,Valid: Third Falcon (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 745
Veselka Williamsburg,Veselka (Williamsburg),75 East 1st Street,ChIJZyqIQwBZwokR1lSPyPdTLoM,NYC,,Invalid: Name match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 789
Veselka Williamsburg,Veselka Restaurant,75 East 1st Street,ChIJZyqIQwBZwokR1lSPyPdTLoM,NYC,,Invalid: Name match (1.00),NO_MATCH,0.0,,,No confident match found
Fulgurances Greenpoint,Fulgurances,132 Franklin St,ChIJcelSUXlZwokRkD8zyKGV6k4,NYC,,Valid: Fulgurances (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 251
Sagaponack Flatiron,Sagaponack in Flatiron District,4 W 22nd St,ChIJuXGLjqNZwokRDEG5LwpEBzk,NYC,,Valid: Sagaponack (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 582
The Brixton Marina,The Brixton,2140 Union Street,ChIJr066l9qAhYARBzcA3aD1zXM,SF,,Valid: The Brixton (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 693
Palm House Marina,Palm House,2032 Union Street,ChIJtX1s3tqAhYAR8RDMpH2eHbw,SF,,Valid: Palm House (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 508
Torch & Crown Brewing Company SOHO,Torch & Crown Brewing Company,12 Vandam Street,ChIJFcrad0_1wokRgswE_VOwb4o,NYC,,Valid: Torch & Crown Brewing Company (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 755
Hazie's Hayes Valley,Hazie's,501 Hayes Street,ChIJn-6m802BhYARruM4u0h9-Bc,SF,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 276
Maman Cobble Hill,Maman- Cobble Hill,,ChIJuedIXXtbwokROUHVzt-XCtM,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 431
Maman Battery Park,Maman- Battery Park,,ChIJVxpH38xbwokRRcqSwuRVwW4,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 430
Leon's,leonsnyc.com,817 Broadway,ChIJPfXBCwBZwokRI2bnWBxCQCE,NYC,,Valid: Leon's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 368
Indian Accent Indian Accent,,,,NYC,,Not found,MATCHED,1.0,verified_place_id,,Matched to DB row 368
Koloman - Breakfast Club,Koloman,16 W 29th St,ChIJUUBMchNZwokRwDOHIFhOIHA,NYC,,Invalid: Partial address match (0.77),MATCHED,1.0,verified_place_id,,Matched to DB row 334
Runner Up Park Slope,Winner / Runner Up,367 7th Avenue,ChIJa7TQMZFbwokRjivvo3SFNDQ,NYC,,Valid: Runner Up (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 579
Veselka East Village,Veselka Restaurant,75 East 1st Street,ChIJlxDiXJxZwokRp4HHbeYqXXU,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 787
Baguette Magic West Ashley,Baguette Magic - West Ashley,792 Folly Rd Unit A,ChIJcRYyVQp5_ogRzddEPU6O5fA,CHS,,Corrected: Baguette Magic Folly Rd (conf: 0.81),MATCHED,1.0,verified_place_id,,Matched to DB row 46
Baguette Magic James Island,Baguette Magic - Folly Road,792 Folly Road,ChIJcRYyVQp5_ogRzddEPU6O5fA,CHS,,Valid: Baguette Magic Folly Rd (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Alcove Market Harleston Village,Easton & Porter Group,5022 Plank Road,ChIJp0iulmp7_ogRjrA23hLK_Fs,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 14
Alcove Market Harleston Village,Alcove Market,320 Broad St Suite 155,ChIJp0iulmp7_ogRjrA23hLK_Fs,CHS,,Invalid: Address match (0.86),NO_MATCH,0.0,,,No candidates passed pre-filtering
Veselka Grand Central,Veselka (Grand Central),,ChIJVZ111KNZwokRisf1cc9jgxg,NYC,,Invalid: Name match (0.82),MATCHED,1.0,verified_place_id,,Matched to DB row 788
Veselka Grand Central,Veselka Restaurant,75 East 1st Street,ChIJVZ111KNZwokRisf1cc9jgxg,NYC,,Invalid: Name match (0.82),NO_MATCH,0.0,,,No candidates passed pre-filtering
6restaurant.com,6restaurant.com,481 Court Street,ChIJDfRavFtbwokRijMBw1NobfM,NYC,,Valid: 6 Restaurant - NYC (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 4
Dalida Mission,Dalida,101 Montgomery Street,ChIJ-0oK-amHhYARzNhyX0KQcEg,SF,,Invalid: Address match (0.89),MATCHED,1.0,verified_place_id,,Matched to DB row 172
Okane Potrero Hill,Omakase Restaurant Group,25 Division Street,ChIJjaWT5yx-j4AR0S6cwdgnD4Q,SF,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 494
Okane Potrero Hill,Okane,669 Townsend Street,ChIJjaWT5yx-j4AR0S6cwdgnD4Q,SF,,Invalid: Address match (0.88),NO_MATCH,0.0,,,No candidates passed pre-filtering
Dumpling Time Design District,Dumpling Time - Design District,11 Division Street,ChIJ1anaJC1-j4ARf_9BjfDowt8,SF,,Valid: Dumpling Time Design District (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 192
Dumpling Time Design District,Omakase Restaurant Group,25 Division Street,ChIJ1anaJC1-j4ARf_9BjfDowt8,SF,,Valid: Dumpling Time Design District (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Dumpling Time Mission Bay,Dumpling Time - Mission Bay,"191 Warriors Way Suite 101, San Francisco, CA 94158",ChIJR2AhaXJ_j4ARScj6r58240E,SF,,Valid: Dumpling Time (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 193
Dumpling Time Mission Bay,Omakase Restaurant Group,25 Division Street,ChIJ1anaJC1-j4ARf_9BjfDowt8,SF,,Corrected: Dumpling Time Design District (conf: 0.71),NO_MATCH,0.0,,,No candidates passed pre-filtering
Omakase  Design District,Omakase,665 Townsend Street,ChIJFYz55yx-j4ARFUpWF0lt4gw,SF,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 495
Omakase  Design District,Omakase Restaurant Group,25 Division Street,ChIJFYz55yx-j4ARFUpWF0lt4gw,SF,,Invalid: Low confidence match,NO_MATCH,0.0,,,No candidates passed pre-filtering
Live Sushi Bar Potrero Hill,Omakase Restaurant Group,25 Division Street,ChIJtSa-BDN-j4ARVOuKy9mDdhw,SF,,Invalid: Partial name match (0.65),MATCHED,1.0,verified_place_id,,Matched to DB row 395
Live Sushi Bar Potrero Hill,Live Sushi Bar,2001 17th Street,ChIJtSa-BDN-j4ARVOuKy9mDdhw,SF,,Valid: Live Sushi Bar (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
The Third Floor Chinatown,The Third Floor,433 Clay Street,ChIJ5ZJ8MmCAhYARlWdcG-Y51NM,SF,,Valid: The Third Floor (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 740
The Third Floor Chinatown,Omakase Restaurant Group,25 Division Street,ChIJ2ymtQCZawokR3TqprhVK8E4,SF,,Corrected: San Kiang Charitable Association (conf: 0.63),NO_MATCH,0.0,,,No candidates passed pre-filtering
Prelude Union Square,Prelude,650 Church Street,ChIJAQCwLWCAhYARA4NhRN-ExYs,SF,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 541
Prelude Union Square,Omakase Restaurant Group,25 Division Street,ChIJAQCwLWCAhYARA4NhRN-ExYs,SF,,Invalid: Low confidence match,NO_MATCH,0.0,,,No candidates passed pre-filtering
Itria Mission,Itria,3266 24th Street,ChIJg0a43A5_j4ARH8IaUaRVUCs,SF,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 306
Elephant District Dumbo,Elephant District,,ChIJIQFtrv1bwokRkEaNwb8ltZQ,NYC,,Invalid: Name match (0.85),MATCHED,1.0,verified_place_id,,Matched to DB row 197
Balzem Nolita,Balzem,202 Mott St,ChIJa128pIhZwokRnoPKJguYBCA,NYC,,Valid: Balzem (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Le Rivage Le Rivage,Le Rivage,340 W 46th St,ChIJP9968FNYwokRluXA9d7952g,NYC,,Valid: Le Rivage (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 372
Gair Dumbo,Gair,41 Washington St,ChIJTZIC-AdbwokRPwk_gzcoNNs,NYC,,Invalid: Address match (0.89),MATCHED,1.0,verified_place_id,,Matched to DB row 252
Henry & The Lions Chelsea,Henry & The Lions,,ChIJFwCwrbpZwokRaS7l5yPwQyM,NYC,,Invalid: Name match (0.81),MATCHED,1.0,verified_place_id,,Matched to DB row 282
Tacolicious Marina,Tacolicious,2250 Chestnut Street,ChIJkbv8N9eAhYARMyu5POX9pRk,SF,,Valid: Tacolicious (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 653
Arcana Mission,Arcana,2512 Mission Street,ChIJyf4Rywl_j4ARyOJZrnvV0Wc,SF,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 35
Share House Downtown,Share House,,ChIJYTrmDWh7_ogRu2xztQY2jCI,CHS,,Invalid: Partial name match (0.71),MATCHED,1.0,verified_place_id,,Matched to DB row 598
Uptown Social Downtown,Uptown Social,587 King St,ChIJK_IU5Gl6_ogRSRZ2slY7U48,CHS,,Valid: Uptown Social (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 776
WINNER in the Park Park Slope,Winner in the Park,367 7th Avenue,ChIJg8UZJyNbwokR0-LkfR8MPJQ,NYC,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 800
WINNER Butcher Park Slope,Winner Butcher,367 7th Avenue,ChIJg8UZJyNbwokR0-LkfR8MPJQ,NYC,,Corrected: WINNER (conf: 0.63),NO_MATCH,0.0,,,No confident match found
Octavia Pacific Heights,Octavia,1701 Octavia Street,ChIJs32Mdr-AhYARZmI19fIPvOM,SF,,Invalid: Address match (0.88),MATCHED,0.95,claude_verified,,Matched to DB row 492
Mosto Mission,MOSTO,741-A Valencia St,ChIJvfcHtPR_j4ARiPrad4Watgo,SF,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 473
Tacolicious Mission,Tacolicious,741 Valencia Street,ChIJfxUo-Od_j4ARz1tjyoQIPAM,SF,,Valid: Tacolicious (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 654
La Noxe Chelsea,La Noxe,10 River Road #5M,ChIJpy4I5A1ZwokRkeVFxbwI2f8,NYC,,Invalid: Partial name match (0.64),MATCHED,1.0,verified_place_id,,Matched to DB row 354
Tacolicious (Marina) - Bar Blackbird,Tacolicious,2250 Chestnut Street,ChIJkbv8N9eAhYARMyu5POX9pRk,SF,,Invalid: Address match (0.89),NO_MATCH,0.0,,,No candidates passed pre-filtering
MOSTO - Bar Blackbird,MOSTO,741-A Valencia St,ChIJvfcHtPR_j4ARiPrad4Watgo,SF,,Invalid: Address match (0.86),NO_MATCH,0.0,,,No confident match found
Hazie's - BAR BLACKBIRD,Hazie's,501 Hayes Street,ChIJn-6m802BhYARruM4u0h9-Bc,SF,,Invalid: Address match (0.86),NO_MATCH,0.0,,,No candidates passed pre-filtering
The Brixton - BAR BLACKBIRD,The Brixton,2140 Union Street,ChIJr066l9qAhYARBzcA3aD1zXM,SF,,Valid: The Brixton (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
6 Tables Marina,6 Tables,1849 Union St.,ChIJ6zLGfVeBhYARVqQDL4-aTmg,SF,,Valid: 6 Tables (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Okaeri Japanese Bistro,Okaeri Japanese Bistro,"3515 20th St, ",ChIJc2x-KdV_j4ARr3s50-Q5LcE,SF,,Valid: Okaeri Japanese Bistro (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 493
Bar Madonna Williamsburg,Bar Madonna,367 Metropolitan Ave,ChIJUWhXmjpZwokRjvRZ1_vjTqI,NYC,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to DB row 56
Castro Indian Restaurant & Bar The Castro,Castro Indian Restaurant & Bar,468 Castro St.,ChIJETxWCZN_j4ARf1B301i5-ys,SF,,Valid: Castro Indian Restaurant & Bar (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 140
Bar Iris Russian Hill,Bar Iris,2310 Polk Street,ChIJQ3FRFZ-BhYAR3Rt6OXN6hSo,SF,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 55
The Mary Lane,The Mary Lane,"99 Bank St, New York, NY 10014",ChIJvfpl3GpZwokR9Doyl16Ku_w,NYC,,Valid: The Mary Lane (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 718
Sightsee Hampton Park Terrace,Sightsee Shop,"125½, Line St",ChIJ28KoQWN7_ogRzSP8Hzqzfhw,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 604
Seamore's Brookfield Place,Seamore's,66 Water St,ChIJh2voNWlbwokRfmpK-ELePzA,NYC,,Invalid: Name match (1.00),MATCHED,0.95,claude_verified,,Matched to DB row 589
The Test Brewery Williamsburg,The Test Brewery,302 Metropolitan Avenue,ChIJYflFPQBZwokRLloJXYjDNEA,NYC,,Valid: The Test Brewery (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
StarChild Rooftop,Starchild Rooftop Bar & Lounge,305 W 48th St,ChIJZa0wOP5ZwokRsVyDcNLoUlg,NYC,,Valid: Starchild Rooftop Bar & Lounge (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 626
StarChild Rooftop,Carver Road Hospitality,"305 W 48th St NY NY (Billing is Rabble HK LLC, 197 E California Ave Suite #270 Las Vegas NV)",ChIJZa0wOP5ZwokRsVyDcNLoUlg,NYC,,Valid: Starchild Rooftop Bar & Lounge (conf: 0.60),NO_MATCH,0.0,,,No candidates passed pre-filtering
Rosevale Kitchen Midtown,Rosveale Kitchen,,ChIJ_XQGaExZwokRTmvrhBoWHUY,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 571
Rosevale Kitchen Midtown,Carver Road Hospitality,"305 W 48th St NY NY (Billing is Rabble HK LLC, 197 E California Ave Suite #270 Las Vegas NV)",ChIJrWLMUSRZwokRw4YGLeGNJbU,NYC,,Corrected: Rosevale Kitchen (conf: 0.63),NO_MATCH,0.0,,,No candidates passed pre-filtering
Rosevale Cocktail Bar,Carver Road Hospitality,"305 W 48th St NY NY (Billing is Rabble HK LLC, 197 E California Ave Suite #270 Las Vegas NV)",ChIJ_XQGaExZwokRTmvrhBoWHUY,NYC,,Invalid: Name match (0.87),NO_MATCH,0.0,,,No confident match found
Rosevale Cocktail Bar,Rosevale Cocktail Room,305 West 48th Street,ChIJ_XQGaExZwokRTmvrhBoWHUY,NYC,,Valid: Rosevale Cocktail Room (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Trick Dog Mission,Trick Dog,3010 20th Street,ChIJFc-4Pzd-j4ARf66cV7PRZxw,SF,,Valid: Trick Dog (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 761
The Harlow James Island,The Harlow,1015 Harbor View Rd,ChIJhXhO4UR5_ogRMvd7NEEgzSY,CHS,,Valid: The Harlow (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 710
Paradiso Restaurant + Bar Park Circle,Paradiso Charleston,4401 McCarthy Street,ChIJ6cgIbrxk_ogR4K7YKh2pdv8,CHS,,Valid: Paradiso Charleston (conf: 0.80),MATCHED,0.95,claude_verified,,Matched to DB row 512
The Archer East Central,The Archer,,ChIJPaaxZsJ7_ogRSbOGoLwL9VY,CHS,,Invalid: Partial name match (0.61),MATCHED,1.0,verified_place_id,,Matched to DB row 683
Phoenix Palace Chinatown,Phoenix Palace,,ChIJQfxkBwBbwokRdqZAdAUuTFc,NYC,,Invalid: Partial name match (0.74),MATCHED,1.0,verified_place_id,,Matched to DB row 527
Levantine,Levantine,"361 Graham Ave, Brooklyn, NY 11211",ChIJvTv-1VBZwokRi3Wl2t2QvVY,NYC,,Invalid: Address match (0.94),MATCHED,1.0,verified_place_id,,Matched to DB row 374
Callie's Hot Little Biscuit King Street,Callie's Hot Little Biscuit (Meeting Street),1895 Avenue F,ChIJl-zNdUzIq6URnekNUyTyGog,CHS,,Corrected: Callie's Hot Little Biscuit Catering (conf: 0.85),NO_MATCH,0.0,,,No confident match found
Berkeley’s Hampton Park Terrace,Berkeley's,,ChIJZ8LPDn57_ogRtfAHxwB8VdI,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 73
The Market at Paradiso Park Circle,Paradiso Charleston,4401 McCarthy Street,ChIJN5ZDFQJl_ogRgxo2x_fmfiY,CHS,,Corrected: The Market @ Paradiso (conf: 0.79),MATCHED,1.0,verified_place_id,,Matched to DB row 717
The Patio Marina,The Patio,3232 Scott Street,ChIJ8anRoNaAhYARw_7AiSXOyBI,SF,,Valid: The Patio (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 727
Veranda Lounge,Veranda Lounge,61 State St,ChIJaZ77_iZ7_ogRkIbToV7u2Hs,CHS,,Valid: Veranda Lounge (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 778
The Bar at The Spectator,The Bar at The Spectator,"67 State St, Charleston, SC 29401",ChIJwXiSIp97_ogR81S_Th4qiVs,CHS,,Valid: The Bar at The Spectator (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 685
Bar Iris -BAR BLACKBIRD- New Deal,Bar Iris,2310 Polk Street,ChIJQ3FRFZ-BhYAR3Rt6OXN6hSo,SF,,Invalid: Address match (0.86),NO_MATCH,0.0,,,No candidates passed pre-filtering
The Greats of Craft Midtown East,The Greats of Craft - Midtown East,983 1st Ave.,ChIJs6AxqHdZwokRwkvw64aePmI,NYC,,Valid: The Greats of Craft (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 707
The Greats of Craft LIC,The Greats of Craft - LIC,,ChIJL0xJb_ZZwokRfmKufMDAycE,NYC,,Invalid: Name match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 706
Little Charli Greenwich Village,Little Charli East Hampton,271 Bleecker St,ChIJi9KyP7JZwokRODCiGhV2_KI,LI,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 383
Brooklyn Brewery Williamsburg,Brooklyn Brewery,79 North 11th Street,ChIJUaAuMl1ZwokRt0-S_ynnRtc,NYC,,Valid: Brooklyn Brewery (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 108
Good Thanks Williamsburg,Good Thanks- Williamsburg,31 Orchard Street,ChIJYzGsnstZwokRkcK34hMLbV0,NYC,,Invalid: Partial name match (0.63),MATCHED,1.0,verified_place_id,,Matched to DB row 260
Roberta's Williamsburg,Roberta's Domino Park,261 Moore Street,ChIJby7B1blZwokRzCBPwiaSbTY,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 561
Cha Cha Tang West Village,Cha Chan Tang,257 6th Avenue,ChIJteQQa4RZwokRxrQRw-hpCqI,NYC,,Valid: Cha Cha Tang (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 143
Verde Mount Pleasant,Verde Restaurant - Mt. Pleasant,,ChIJ5bKJ9dtx_ogRC2LndtxGrNM,,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 780
Verde - King Street,Verde - King St.,433 King Street,ChIJg7b6WRN6_ogRMxXw1kPkUEM,CHS,,Invalid: Address match (0.85),MATCHED,1.0,verified_place_id,,Matched to DB row 782
Little Rascal Nolita,Little Rascal,163 Elizabeth St,ChIJL8FQnohZwokRtuZZu_mQ_xI,NYC,,Valid: Little Rascal (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 394
Little Rascal Greenpoint,Little Rascal- Greenpoint,163 Elizabeth Street,ChIJL8FQnohZwokRtuZZu_mQ_xI,NYC,,Corrected: Little Rascal (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Brown Dog Deli Harleston Village,Brown Dog Deli,225 Calhoun St,ChIJHRq3Sw56_ogRsVgGoXhhptQ,CHS,,Valid: Brown Dog Deli (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 112
Verde MUSC Main Hospital,Verde Restaurant - MUSC Main Hospital,,ChIJv9sG_FBawokRla6TIaJSNM4,NYC,,Invalid: Low confidence match,NO_MATCH,0.0,,,No candidates passed pre-filtering
Verde  Airport,Verde Restaurant - Charleston International Airport,,ChIJK_CSR6Bl_ogRvvcG30aQ4k4,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 781
Verde College of Charleston,Verde Restaurant - College of Charleston,,ChIJK_CSR6Bl_ogRvvcG30aQ4k4,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 786
Bar Enzo Long Island City,The Greats of Craft - Bar Enzo - LIC,,ChIJD_uCNtNZwokR8uyJSOjMuZQ,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 53
Verde Avondale,Verde Restaurant - Avondale,,ChIJGXy4c8J7_ogR3zm4tOX3Bc4,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 779
Verde Belle Hall,Verde Restaurant - Belle Hall,,ChIJ5bKJ9dtx_ogRC2LndtxGrNM,NYC,,Invalid: Low confidence match,NO_MATCH,0.0,,,No candidates passed pre-filtering
Verde Park Circle,Verde Restaurant - Park Circle,,ChIJK_CSR6Bl_ogRvvcG30aQ4k4,CHS,,Invalid: Low confidence match,NO_MATCH,0.0,,,No confident match found
Verde MUSC - Ashley River Tower,Verde Restaurant - MUSC Ashley River Tower,,ChIJi2WKszl6_ogRfD7bDDJVkCs,NYC,,Invalid: Partial name match (0.72),NO_MATCH,0.0,,,No candidates passed pre-filtering
Trick Dog-BAR BLACKBIRD,Trick Dog,3010 20th Street,ChIJFc-4Pzd-j4ARf66cV7PRZxw,SF,,Invalid: Address match (0.86),NO_MATCH,0.0,,,No candidates passed pre-filtering
Local Roots Market57,localroots.nyc,101 Warren Street,ChIJOVrVlpJZwokRyWwXfTLLV3M,NYC,,Invalid: Partial name match (0.67),MATCHED,1.0,verified_place_id,,Matched to DB row 402
Clerks Downtown,Clerks Coffee Company,181 Church St,ChIJwQPCRS17_ogRXFQ2EbBGdz4,CHS,,Invalid: Address match (0.87),NO_MATCH,0.0,,,No confident match found
Frannie & The Fox Downtown,Frannie & The Fox,181 Church Street,ChIJOetRgzp7_ogR_eJsx6ttGls,CHS,,Valid: Frannie & The Fox (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 243
Cafe Colette,Cafe Colette,79 Berry St,ChIJBanVDl1ZwokROc3C9FpKZ78,NYC,,Valid: Cafe Colette (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 120
Carriage House,Carriage House,142 West 10th Street,ChIJlzm4NCRZwokRGSjvjX5yFvI,NYC,,Valid: Carriage House NYC (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 137
Meraki Williamsburg,Meraki Greek Bistro,142 Southeast 1st Avenue,ChIJQbmcEdFZwokRR02fTE9tLhA,NYC,,Invalid: Partial name match (0.75),NO_MATCH,0.0,,,No candidates passed pre-filtering
Ruffian East Village,Ruffian,125 East 7th Street,ChIJHfvtRp1ZwokREpFE8Z1BEKs,NYC,,Invalid: Partial address match (0.77),MATCHED,1.0,verified_place_id,,Matched to DB row 577
Breeze Greenpoint,Breeze,,ChIJayMXxXBZwokRq41Uj462dS0,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 104
Spaghetti Incident Lower East Side,Spaghetti Incident,231 Eldridge Street,ChIJa00rEYRZwokRP-GRuN-bLTQ,NYC,,Valid: Spaghetti Incident (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 614
TALEA Beer Co. - Penn District,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJnc6ISERZwokRcs56foDArOM,NYC,,Valid: TALEA Beer Penn District (conf: 0.80),MATCHED,0.95,claude_verified,,Matched to DB row 671
Bar Sprezzatura Financial District,Bar Sprezzatura,"One Maritime Plaza, #100",ChIJU00uDM6BhYAR_ZOluZ0m4qA,SF,,Invalid: Address match (0.96),MATCHED,0.95,claude_verified,,Matched to DB row 63
Bad Roman Columbus Circle,Bad Roman,"3rd floor, 10 Columbus Cir",ChIJG0fkfuJZwokRqmAxXTpYP2I,NYC,,Invalid: Address match (0.90),MATCHED,1.0,verified_place_id,,Matched to DB row 45
Twin Tails Columbus Circle,Twin Tails,10 Columbus Circle 3rd Floor,ChIJbxASGTNZwokR9eIMYL28EQE,NYC,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to DB row 764
