Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?
Le Farfalle,Le Farfalle,"15 Beaufain St, Charleston, SC 29401",ChIJC5AVwxN6_ogR9QnofBlebTg,CHS,
Aquarelle,Aquarelle,,ChIJsSGRfXhZwokROD3euzl_76s,NYC,
Evelina,Evelina," 211 DeKalb Ave, Brooklyn, NY 11205",ChIJzae3_LlbwokR6ts6PCZ3agM,NYC,
The Bronze Owl,The Bronze Owl,"52 W 33rd St, New York, NY 10001",ChIJYZdXSABZwokRozRIvQvhL-s,NYC,
Radio Kwara - New Deal,radio kwara,"291 Greene Avenue, Brooklyn, NY 11238",ChIJDyXcTupbwokRQtYLqQrV3ZI,NYC,
Fish Cheeks Williamsburg,Fish Cheeks Williamsburg,"661 Driggs Ave Brooklyn, NY 11211",ChIJz-1-n9lZwokROnxtPfYbkHk,NYC,
Bāng Bar,Bāng Bar,"10 Columbus Circle Suite 300, New York, NY 10013",ChIJG-0gOVNZwokRVLu7o8Shq_Q,NYC,
Bāng Bar,Momofuku,104 West 27th Street,ChIJG-0gOVNZwokRVLu7o8Shq_Q,NYC,
Maison Sun,Maison Sun,"200-3 Schermerhorn St, Brooklyn, NY 11201",ChIJVdRVFvZbwokRvTMvHpvu0PE,NYC,
Diwali Indian Cuisine - New Deal,Diwali Indian Cuisine,"1499 Valencia St, San Francisco, CA 94110",,sf,
Do Not Feed Alligators,Do Not Feed Alligators WV,"337 Bleecker St. 10014 New York, NY",ChIJx3Lned1ZwokRHpVK3qlZZMA,NYC,
Cart Driver,Cart Driver,"2239 W 30th Ave., Denver, CA 80211",ChIJNbOe0ll5bIcRy71yQ4mqEvQ,DEN,
The MOUTH Bar + Restaurant,The MOUTH Bar + Restaurant,"20 Marcy Ave, Brooklyn, NY 11211
",ChIJteoD3TJZwokR2RQYq59OS60,nyc,
The Dutch,,"131 Sullivan Street, New York, NY 10012",,NYC,
Lafayette,,"380 Lafayette Street, New York, NY 10003",,NYC,
Bar Primi NoHo,,"325 Bowery, New York, NY 10003",ChIJSW8U34RZwokR-UhuJkjLDvk,NYC,
Rosticceria Evelina,Rosticceria Evelina,"455 MYRTLE AVE, BROOKLYN, NY 11205",ChIJ6dTbB5BbwokRQyM4pOUH76I,NYC,
Za-Ya,Za-Ya,"321 Starr St Suite D, Brooklyn, NY 11237",ChIJA5X-O_NfwokRuYuGvy82R_I,nyc,
Formosa Dumplings,Formosa Dumplings,"formosadumplings@gmail.com
",ChIJ7etbil9dwokRYKe_oQSHsdY,NYC,
Jax Fish House & Oyster Bar LoDo,Big Red F Restaurants,"946 Pearl St, Boulder, CO 80302",ChIJJ7tBzybsa4cRVBV3QVaLJ84,DEN,
Golden Diner,Golden Diner,"123 Madison St, New York, NY 10002",ChIJ1-mW-LhbwokR7Ryv5ha-gzc,NYC,
Golden HOF,Golden HOF,"16 W 48th St, New York, NY 10036",ChIJc6vecABZwokRBHqMFj4UsbY,NYC,
Bar Dough,The Culinary Creative Group,"1350 40th Street, Denver, CO 80205",,DEN,
Mister Oso RiNo,The Culinary Creative Group,"1350 40th Street, Denver, CO 80205",,DEN,
Mister Oso Boulder,The Culinary Creative Group,"1350 40th Street, Denver, CO 80205",ChIJ_2q1cg55bIcRKhYP9PxOiV4,DEN,
Senor Bear,The Culinary Creative Group,"1350 40th Street, Denver, CO 80205",,DEN,
Ash Kara,The Culinary Creative Group,"1350 40th Street, Denver, CO 80205",,DEN,
Fox and the Hen,The Culinary Creative Group,"1350 40th Street, Denver, CO 80205",,DEN,
Kothai Republic,Kothai Republic,"1398 9th Ave, San Francisco, CA 94122",ChIJBXYmaSKHhYAR2D4hlotI7TA,SF,
EVO Craft Bakery,EVO Craft Bakery,"1075 E Montague Ave, North Charleston, SC 29405",ChIJs2HQ9ehk_ogR8j4Fa-8ARFA,CHS,
EVO Pizzeria,EVO Pizzeria,"1075 E Montague Ave, North Charleston, SC 29405",ChIJS79_9uhk_ogRXzmiDtLKcjo,CHS,
Ornithology Jazz Club,Ornithology Jazz Club,"6 Suydam St, Brooklyn, NY 11221
",ChIJ8SrMcWVdwokRAqKQSZARpE0,nyc,
Designer's Collab (Coffee shop),Designers Collab,"96 N 5th St, Brooklyn, NY 11249
",ChIJ3y1LyTFZwokRMC-XUpi7Nxw,nyc,
Super Mega Bien,Super Mega Bien,"1260 25th St., ",ChIJE6HJ3ml5bIcRhwzwllks4ug,DEN,
Bar Francis - New Deal,Bar Francis,"810 Fulton St, Brooklyn, NY 11238",,NYC,
Sorry Gorgeous,The Culinary Creative Group,"1350 40th Street, Denver, CO 80205",,DEN,
Kraam,Kraam,"254 5th Ave, New York, NY 10001",ChIJX6wpqwdZwokRa3aTRWulWkA,NYC,
Kilo Bravo  - New Deal,Bravo Bar Party ,"180 N 10th St, Brooklyn, NY 11211
",,NYC,
Kilo Bravo  - New Deal,Kilo Bravo,"180 N 10th St, Brooklyn, NY 11211
",,NYC,
Palenque,Palenque,"298 Graham Ave, Brooklyn, NY 11211",ChIJ3_Ose-dZwokRkZMz4AVTIKs,nyc,
Le Pistol,Le Pistol,"780 Washington Ave, Brooklyn, NY 11238",ChIJFYeUIABbwokRRRiaj82mZAQ,NYC,
The Homestead - New Deal,The Homestead,"2301 Folsom St, San Francisco, CA 94110",,SF,
The Shakespeare,The Shakespeare,"24 E 39th St, New York, NY 10016",ChIJI7jw2ABZwokR_N3wkrCRL0A,NYC,
The Hunterian,The Hunterian,"413 E 70th St, New York, NY 10021",ChIJiVD59uZZwokRUwIDtSPgKX0,NYC,
The Hamilton,The Hamilton,"998 Amsterdam Ave, New York, NY 10025",ChIJcQDwuzz2wokR1N2euVBPAjM,NYC,
BierWax,BierWax,"556 Vanderbilt Ave, Brooklyn, NY 11238",ChIJk9RJNaRbwokRtMPbGlZp3uc,NYC,
"Tacolicious (24th, SF)","Tacolicious (24th, SF)","4063 24th St, San Francisco, CA",ChIJFRv3RAB_j4ARSgzEVFHvhGY,SF,
Asano Cafe - New Deal,Asano Cafe,"322 East 86th St, New York, NY 10028",,nyc,
Tonchin BK- New Deal,Tonchin,"5665 Melrose Ave, Los Angeles, CA 90038
",,NYC,
Echo Bravo - New Deal,Echo Bravo,"445 Troutman St, Brooklyn, NY 1123",,NYC,
South Edison,South Edison,"17 S Edison St, Montauk, NY 11954",ChIJN2EK2VdT74kRZ4a000eEozU,NYC,
Bar Sprezzatura,,"251 W 48th St, New York, NY 10036",ChIJNVkbEwBZwokRcQJBrkU_Wuo,NYC,
Menya Kanemaru - Golden Ramen,Menya Kanemaru,"174 Valencia St, San Francisco, CA 94103",,SF,
AQUA NYC,Aqua New York,"902 Broadway, New York, NY 10010",ChIJHQFj19tZwokRZLUlxxZmz2Q,NYC,
Mixteca - New Deal,Mixteca,1 Cornelia Street,,NYC,
Judy Z’s Sports Tavern & Kitchen - New Deal,Judy Z’s Sports Tavern & Kitchen,"1 7th Ave S, New York, NY 10014",,NYC,
