restaurant_name,location_name,street,city,state,zipcode,coordinate,google_place_id,Error?,place_id_verification,match_status,match_confidence,match_method,verified_place_id,match_notes
Lost Cat Bar & Bites,Lost Cat Bar & Bites,587 Post St,San Francisco,CA,94102,0101000020E610000011EBE813549A5EC09852F245D6E44240,ChIJZTcP2_uBhYARQZBWBWXHrkE,,Valid: Lost Cat Bar & Bites (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 675
Lost Isle,Johns Island,3338 Maybank Hwy,Johns Island,SC,29455,0101000020E610000058C85C19540454C021020EA14A5D4040,ChIJlb-kF-9__ogRcmNJB2ScqhI,,Valid: Lost Isle (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 220
Lovely's Old Fashioned,Hell's Kitchen,642 9th Ave,New York,NY,10036,0101000020E610000081B1A5D76B7F52C05495259956614440,ChIJd4_SnFJZwokRBeuZ-YwGaUw,,Valid: Lovely's Old Fashioned (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 145
Lowland,French Quarter,36 George St,Charleston,SC,29401,0101000020E6100000CF9F36AAD3FB53C0DAC69FA86C644040,ChIJTTcM5Zx7_ogRlEKsvPVFWHM,,Valid: Lowland (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 212
Lowlife,Folly Beach,106 E Hudson Ave,Folly Beach,SC,29439,0101000020E610000052D158FB3BFC53C0232D95B723544040,ChIJEVkJrRrX_YgRJZhpb4ZGxKw,,Valid: Lowlife Bar (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 221
Lucky Tiger,Financial District,66 Pearl St,New York,NY,10004,0101000020E6100000EDD45C6EB08052C0E8EE84A80C5A4440,ChIJL8gCanlbwokRuOv6QWomh8A,,Valid: Lucky Tiger (conf: 1.00),UNMATCHED,0.0,,,Not matched to any HubSpot record
Lula Mae,Fort Greene,472 Myrtle Ave,Brooklyn,NY,11205,0101000020E61000001A6D5512D97D52C03B3602F1BA584440,ChIJi9R8lVJbwokRtKjPyX4YvnU,,Valid: Lula Mae (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 261
Lulla,Chelsea,113 W 24th St,New York,NY,10011,0101000020E6100000BEA085048C7F52C00ABDFE243E5F4440,ChIJvTLKIr9ZwokRIBsYYKUY2DU,,Valid: Lulla NYC (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to HS row 137
Lume,West Village,259 West 4th Street,New York,NY,10014,0101000020E610000030BA1C92338052C0C651F7D4235E4440,ChIJN-YZAHNZwokRfCSd6SaZWUc,,Invalid: Address match (0.85),MATCHED,1.0,verified_place_id,,Matched to HS row 452
L&W Market,Bridgehampton,2493 Montauk Hwy,Bridgehampton,NY,11932,0101000020E6100000E4D220F94B1352C0A5FE2A8FF3774440,ChIJXYq_yti96IkRw8Xe30lFJms,,Corrected: 2493 Montauk Hwy (conf: 0.63),MATCHED,1.0,high_similarity,,Matched to HS row 748
Ma'am Saab,Downtown Charleston,251 Meeting St,Charleston,SC,29401,0101000020E6100000925D6919A9FB53C0965F066344644040,ChIJXRzKDxl7_ogR-ESom4Gc2xY,,Invalid: Address match (0.94),MATCHED,1.0,verified_place_id,,Matched to HS row 237
Madame Vo,East Village,212 E 10th St,New York,NY,10003,0101000020E6100000CE1951DA1B7F52C03ED00A0C595D4440,ChIJqRaETJxZwokRik6wrAXTOd4,,Valid: Madame Vo (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 7
Madeline's,Greenpoint,113 Franklin St FC,Brooklyn,NY,11222,0101000020E61000007B56054E4C7D52C029D5E7627B5D4440,ChIJzSqlSxpZwokRnXgKKOO_yWE,,Valid: Madeline's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 397
Mah-Ze-Dahr,Battery Park City,225 Liberty St,New York,NY,10281,0101000020E610000082C476F7008152C00821205F425B4440,ChIJU7XySD9bwokRzxnhM1S8uWw,,Valid: Mah-Ze-Dahr (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 14
Maison May Kitchen,Fort Greene,246 DeKalb Ave,Brooklyn,NY,11205,0101000020E6100000EF2DF6A8097E52C070BCF1A43B584440,ChIJcdSBy8RbwokRiyAEVBOzxnc,,Valid: Maison May Kitchen (conf: 0.80),MATCHED,1.0,high_similarity,,Matched to HS row 830
Maison Pickle,Upper West Side,2315 Broadway,New York,NY,10024,0101000020E6100000A7DA5D56977E52C0C874E8F4BC644440,ChIJrapahYZYwokRdCivYmoCbJ8,,Valid: Maison Pickle (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 772
Maison Sun,Boerum Hill,200-3 Schermerhorn St,Brooklyn,NY,11201,0101000020E61000005667107A117F52C0B3356CA521584440,ChIJVdRVFvZbwokRvTMvHpvu0PE,,Valid: Maison Sun (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 857
MáLà Project,Bryant Park,41 W 46th St,New York,NY,10036,0101000020E610000045CD89F2BF7E52C0A3826F95E9604440,ChIJuyQyqf9YwokRSlObfXst7sQ,,Valid: MáLà Project Bryant Park (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to HS row 500
MáLà Project,East Village,122 1st Ave.,New York,NY,10009,0101000020E610000083AE71850F7F52C0D5BB500F175D4440,ChIJM2NCGJ1ZwokRA2nCkZcz08g,,Valid: MáLà Project (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 464
MáLà Project,Greenpoint,603 Manhattan Ave,Brooklyn,NY,11222,0101000020E61000005A811DAAD77C52C0E1AF8A19985C4440,ChIJlc0Qm1xZwokRREsqzm8pGg0,,Valid: MáLà Project Greenpoint (conf: 0.80),UNMATCHED,0.0,,,Not matched to any HubSpot record
MáLà Project,Midtown East,245 E 53rd St,New York,NY,10022,0101000020E610000011A22299ED7D52C09D96656AEE604440,ChIJc4JAM8hZwokRMyWkNxrTDN8,,Valid: MáLà Project 53rd St (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to HS row 499
Malika Canteen,Mt. Pleasant,1333 Theater Dr,Mt Pleasant,SC,29464,0101000020E610000039622D3E05F553C02F3201BF466A4040,ChIJe_xDGdlz_ogROqKNs3SQCTA,,Valid: Malika Canteen (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 238
Malka - Dumbo,Dumbo,56 Adams St,Brooklyn,NY,11201,0101000020E61000003509DE90467F52C0E9BAF083F3594440,ChIJ2QOSPEZbwokR5dMpgfr3PKU,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to HS row 654
Malka UWS,Upper West Side,161 W 72nd St,New York,NY,10023,0101000020E61000002579AEEFC37E52C0BC581822A7634440,ChIJCyq9Xr1ZwokRtYHX1gcbJF0,,Valid: Malka (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to HS row 653
Maloya,Bushwick,983 Flushing Ave,Brooklyn,NY,11206,0101000020E6100000E75F819EBC7B52C0DDE79DAFFE594440,ChIJma2fX15dwokR4N39k_xbPIY,,Valid: Maloya (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 848
Maman,Battery Park,210 Murray St,New York,NY,10282,0101000020E6100000C80185EFEE8052C0692103838F5B4440,ChIJVxpH38xbwokRRcqSwuRVwW4,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to HS row 284
Maman,Cobble Hill,154 Court St,Brooklyn,NY,11201,0101000020E61000002E3986578E7F52C0C054A05A2B584440,ChIJuedIXXtbwokROUHVzt-XCtM,,Valid: maman (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 283
Maman,Upper East Side,1424 3rd Ave,New York,NY,10028,0101000020E61000001908A9A63A7D52C0E831844A45634440,ChIJAx5HgFlZwokRcWUfz5VxS0w,,Valid: maman (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 264
Maman,Upper West Side,429 Amsterdam Ave,New York,NY,10024,0101000020E6100000C4DC39178C7E52C0A283E9B05F644440,ChIJL8_mB4lZwokR9RPJzSCMrmw,,Valid: maman (conf: 0.80),UNMATCHED,0.0,,,Not matched to any HubSpot record
Mano a Mano,Logan Square,2534 N Milwaukee Ave,Chicago,IL,60647,0101000020E610000051267F411CED55C0D79B621FAEF64440,ChIJ_TpJQMnND4gR7BzXJXstAG8,,Valid: Mano a Mano (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 663
Marie's,Bushwick,195 Wyckoff Ave,Brooklyn,NY,11237,0101000020E61000006545A5BBA67A52C0159BC1BCF1594440,ChIJf0_U-V1dwokRrdkZbn2BUew,,Valid: Marie’s (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 676
Marseille,Hell's Kitchen,630 9th Ave,New York,NY,10036,0101000020E6100000B9A981E6737F52C0C2DCEEE53E614440,ChIJDf7etFNYwokR_b7pJ_D2_dM,,Valid: Marseille (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 556
Mattina,Mattina,2232 Bush St,San Francisco,CA,94115,0101000020E6100000D584A39AC89B5EC0CC1F7821C2E44240,ChIJYTzmaFiBhYARlEFG6VasHl4,,Invalid: Address match (0.94),MATCHED,1.0,verified_place_id,,Matched to HS row 167
Maybank Public House,James Island,1970 Maybank Hwy,Charleston,SC,29412,0101000020E6100000F35A09DD25FF53C0533E0455A3614040,ChIJu1AjHF55_ogRJxqL6Y7C25M,,Valid: Maybank Public House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 597
Meadowsweet,Williamsburg,149 Broadway,Brooklyn,NY,11211,0101000020E6100000C09E12ABA37D52C0321F6FC9EF5A4440,ChIJwXUoA99bwokRU2bF-gdB25I,,Valid: Meadowsweet (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 173
Mecha Noodle Bar,RiNo,2801 Walnut St,Denver,CO,80205,0101000020E61000003B40E6B9F43E5AC09F138C9477E14340,ChIJeb6mea15bIcRznDZJqRTKJM,,Valid: Mecha Noodle Bar (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 834
Meeting House,Amagansett,4 Amagansett Square,Amagansett,NY,11930,0101000020E610000043A8F7F9140952C06E8AC745B57C4440,ChIJrZkgVae66IkR2HGHO22tVys,,Valid: Meeting House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 740
Melfi's,Downtown Charleston,721 King St,Charleston,SC,29403,0101000020E6100000DDF650DA94FC53C01B738D0E35664040,ChIJ1-7uvCx7_ogRk997qqBzibY,,Valid: Melfi's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 34
Menya Kanemaru Golden Ramen,Mission,174 Valencia St,San Francisco,CA,94103,0101000020E610000070873C380E9B5EC08085DDC199E24240,ChIJ2QN9pF5_j4AR16NfhOetuHk,,Valid: Menya Kanemaru Golden Ramen (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 901
Mercantile,LoDo,1701 Wynkoop St #155,Denver,CO,80202,0101000020E610000044A51133FB3F5AC015EE015F76E04340,ChIJJ3w-CsN4bIcRnjIYAv0i6MU,,Valid: Mercantile (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 686
Midnights,Williamsburg,149 N 6th St,Brooklyn,NY,11249,0101000020E6100000D8D1CDA4577D52C03AD6B835D65B4440,ChIJoerR5V1ZwokRu55P9DJaNEo,,Valid: MIDNIGHTS (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 414
Mijo,Chelsea,25 11th Ave Kiosk 12,New York,NY,10011,0101000020E61000006ADFF8F59B8052C04377725C2C5F4440,ChIJYz7xMA1ZwokRKF9e6rssLcA,,Valid: Mijo (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 430
Mijo,Meatpacking,10th Avenue and,New York,NY,10011,0101000020E610000011AD7026818052C053D33FD2F15E4440,ChIJVRQIjcBZwokRnHusg-u4kso,,Invalid: Address match (0.81),UNMATCHED,0.0,,,Not matched to any HubSpot record
Mile End Deli,Boerum Hill,97 Hoyt St,Brooklyn,NY,11217,0101000020E61000005ACB310E2D7F52C05ABF3B05FF574440,ChIJLb9vlE1awokRL4Ume5zpejQ,,Valid: Mile End Delicatessen (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 530
Milk & Hops,Chelsea,166 9th Ave,New York,NY,10011,0101000020E61000000492B06F278052C01EFE9AAC515F4440,ChIJN6avE7lZwokRZrgdqFX1f6Y,,Valid: Milk & Hops (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 418
Millers All Day,Downtown,120 King St,Charleston,SC,29401,0101000020E610000023BDA8DDAFFB53C082FDD7B969634040,ChIJp1j0TRB6_ogRLcupo0MkjJ0,,Valid: Millers All Day (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 125
Millers All Day,James Island,1956 Maybank Hwy Unit A,Charleston,SC,29412,0101000020E610000078B81D1A16FF53C02BFC19DEAC614040,ChIJEWlFjFd5_ogREoukLXlaF2I,,Valid: Millers All Day - James Island (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 192
Milos Meze,Marina,3348 Steiner St,San Francisco,CA,94123,0101000020E61000002E1C08C9029C5EC0D82AC1E270E64240,ChIJz5elL9eAhYARHEkGT1LSNkc,,Valid: Milos Meze (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 404
Mino Brasserie,West Village,225 W 12th St,New York,NY,10011,0101000020E6100000E1B88C9B1A8052C0AF97A608705E4440,ChIJh0Elkf1ZwokRrFXIVkSPvKU,,Valid: Mino Brasserie (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 163
Mishik,Hudson Square,259A Hudson St,New York,NY,10013,0101000020E61000002315C616828052C0EC4D0CC9C95C4440,ChIJSx4uSy5ZwokRwqbvtErf43M,,Valid: Mishik (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 87
Misi,Misi,329 Kent Ave,Brooklyn,NY,11249,0101000020E61000009C06FB65E67D52C083F755B9505B4440,ChIJw7SsU_pZwokREyGSSulF53U,,Valid: Misi (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 845
Mister Oso,Boulder Area,1253 Pleasant St unit 101,Boulder,CO,80302,0101000020E610000014252191B6515AC0FA8557923C014440,ChIJb5FzHxHta4cReR_gXny0wDs,,Valid: Mister Oso Boulder (conf: 0.60),UNMATCHED,0.0,,,Not matched to any HubSpot record
Mister Oso,RiNo,3163 Larimer St,Denver,CO,80205,0101000020E61000003E8743809D3E5AC01F6393A1CFE14340,ChIJ_2q1cg55bIcRKhYP9PxOiV4,,Valid: Mister Oso RiNo (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 872
Mitsuru,Greenwich Village,149 W 4th St,New York,NY,10012,0101000020E6100000E515E357078052C099261186A65D4440,ChIJ53izUQBZwokRJTNgBT_Et_o,,Valid: Mitsuru (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 755
Mixteca,West Village,1 Cornelia St,New York,NY,10014,0101000020E610000018963FDF168052C04815C5ABAC5D4440,ChIJG4KjIzNZwokRoNPsES4eqaA,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to HS row 636
Miznon,Chelsea,435 W 15th St,New York,NY,10011,0101000020E6100000EE9CC13A698052C00D2DFC2A0A5F4440,ChIJ8VQWXL9ZwokRvzf2OM4TNP4,,Valid: Miznon (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 648
Moby's,Amagansett,341 Pantigo Rd,East Hampton,NY,11937,0101000020E610000049827005940A52C0D4421372EF7B4440,ChIJ9V8t10i76IkRcj-Aoa-eBIg,,Valid: Moby's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 660
Mokyo,East Village,109 St Marks Pl,New York,NY,10009,0101000020E6100000BBBFFC58FA7E52C01734B7FE145D4440,ChIJHxQBcypZwokR7-D3oe4V6Go,,Valid: Mokyo (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 635
Momofuku Noodle Bar,Columbus Circle,10 Columbus Cir,New York,NY,10019,0101000020E6100000CBB2710EE87E52C04328A5564E624440,ChIJKzLt4dZZwokRbv-Ebx1hBo0,,Valid: Momofuku Noodle Bar Uptown (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 76
Momofuku Noodle Bar,Momofuku Noodle Bar,171 1st Ave,New York,NY,10003,0101000020E610000048ACC5A7007F52C0633C94B2565D4440,ChIJkXQ3_INZwokRE74ZvG46Jjc,,Valid: Momofuku Noodle Bar (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 804
Momoya,SoHo,47 Prince St,New York,NY,10012,0101000020E610000099B52FAFBA7F52C0496CE3A4A05C4440,ChIJ4Rw7sVhZwokRJuSZSI0jb4A,,Valid: Momoya SoHo (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 534
Momoya,Upper West Side,427 Amsterdam Ave,New York,NY,10024,0101000020E6100000B868A2A18E7E52C0AEAD1C0A61644440,ChIJcwHKAYZYwokRH9XSh7Xqp4s,,Corrected: 427 Amsterdam Ave (conf: 0.60),MATCHED,0.95,claude_verified,,Matched to HS row 535
Montauk Beach House Bar & Grill,Montauk,55 S Elmwood Ave,Montauk,NY,11954,0101000020E6100000249639025DFC51C0610212A859844440,ChIJ_VSf40pT74kRmhiiphHELDk,,Invalid: Address match (0.83),UNMATCHED,0.0,,,Not matched to any HubSpot record
Montauk Project,Montauk,240 Ft Pond Rd,Montauk,NY,11954,0101000020E6100000F0726C98FCFC51C00FB9BEB44D864440,ChIJz7zqG0-r6IkRgvGPKq-BgWA,,Valid: Montauk Project (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 796
Monte's At the Manor,Montauk,236 Edgemere St,Montauk,NY,11954,0101000020E61000009D9E7763C1FC51C0D943561234864440,ChIJm8KDZEpV74kRl1hPl-aWoNc,,Valid: Monte's At the Manor (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 842
Moody Tongue Pizza,East Village,123 St Marks Pl,New York,NY,10009,0101000020E6100000E6860340EF7E52C02B6B2322105D4440,ChIJGSBX5MNZwokR8dULUeLZH5M,,Valid: Moody Tongue Pizza (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 451
Moody Tongue Sushi,West Village,150 W 10th St,New York,NY,10014,0101000020E6100000640090CF128052C075870986025E4440,ChIJGUJaVtVZwokR3VU_JU2pedg,,Valid: Moody Tongue Sushi (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 156
Moongate Lounge,Chinatown,28 Waverly Pl,San Francisco,CA,94108,0101000020E61000003B588A24079A5EC0BBD42AF29CE54240,ChIJpUlYTNmBhYARE6fZdZBiKR4,,Valid: Moongate Lounge (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 147
Mosto,Mission,741A Valencia St,San Francisco,CA,94110,0101000020E61000001F3A5FFBF79A5EC018213BE47CE14240,ChIJvfcHtPR_j4ARiPrad4Watgo,,Valid: Mosto (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 325
Mother's Ruin,Nolita,18 Spring St,New York,NY,10012,0101000020E6100000A745D84BAE7F52C0FF0CCA8F535C4440,ChIJY-JJoYhZwokRF8FY6XrJo34,,Valid: Mother's Ruin (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 785
Nabila's,Cobble Hill,248 Court St,Brooklyn,NY,11201,0101000020E6100000800FB974A77F52C079D965AEC2574440,ChIJcb-HMTlbwokRlwa32aP_wew,,Valid: Nabila's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 622
Naks,East Village,201 1st Ave.,New York,NY,10003,0101000020E6100000710244CBF37E52C053F5F1FB7F5D4440,ChIJQfYrEfNZwokRFPKHZM6aH4w,,Valid: Naks (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 29
Nami Nori,Montclair,378 Bloomfield Avenue,Montclair,NJ,7042,0101000020E6100000760A729DD68D52C04805AC8613684440,ChIJr4W1Xz1VwokRI-HqiIpeKRw,,Valid: Nami Nori Montclair (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 79
Nami Nori,West Village,33 Carmine St,New York,NY,10014,0101000020E61000002D70CFD5338052C0E106BC5E8D5D4440,ChIJX_AxV5JZwokR4oZ9T2UTm24,,Corrected: 33 Carmine St (conf: 0.65),UNMATCHED,0.0,,,Not matched to any HubSpot record
Nami Nori,Williamsburg,236 N 12th St,Brooklyn,NY,11211,0101000020E610000060D53DD6FB7C52C00382FCF1135C4440,ChIJS9NJoSBZwokRW6254XR11Uo,,Invalid: Token overlap (0.67); Partial address match (0.79),MATCHED,1.0,verified_place_id,,Matched to HS row 17
Naro,Rockefeller Center,"610 Fifth Avenue, Rink Level",New York,NY,10020,0101000020E61000001DBBADD9987E52C03B31C4BC11614440,ChIJp7Ql8AZZwokRecf5nJr8RJU,,Valid: NARO (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 200
Nick's Pizza,Upper East Side,1814 2nd Ave,New York,NY,10128,0101000020E61000003E1AF3DFA87C52C05386600B30644440,ChIJPwPWh6VYwokRb4sccEaBC2w,,Valid: Nick's Pizza (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 800
Nick & Toni's,East Hampton,136 N Main St,East Hampton,NY,11937,0101000020E61000008553E3599C0B52C0A83553902D7C4440,ChIJR2qJI-S66IkRDsNCmihMqXU,,Valid: Nick & Toni's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 708
No. 7 Restaurant,Prospect Heights,627 Vanderbilt Ave,Brooklyn,NY,11238,0101000020E61000007340B73CFB7D52C0ACB5E67DD2564440,ChIJFRTZSdNbwokRPv71NOk5GH8,,Invalid: Address match (0.95),MATCHED,1.0,verified_place_id,,Matched to HS row 671
Nom Wah,Nolita,10 Kenmare St,New York,NY,10012,0101000020E61000005AE3E91EA57F52C01DE9A5F7365C4440,ChIJLxEbJoZZwokRBgg1pE4COTo,,Valid: Nom Wah Nolita (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 11
Nom Wah,Pier 57,25 11th Ave Kiosk 11,New York,NY,10011,0101000020E6100000B7656038998052C06C120467315F4440,ChIJeW_dJC5ZwokRaQfG-JI-bYc,,Invalid: Address match (0.95),MATCHED,1.0,verified_place_id,,Matched to HS row 161
Nopalito,NOPA,306 Broderick St,San Francisco,CA,94117,0101000020E610000094C8F43A189C5EC0F250CA5AF9E24240,ChIJWdx6WK6AhYARchLwAKyG4-Y,,Valid: Nopalito (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 472
No Sleep Cafe @ Thief,Williamsburg,95 Union Ave,Brooklyn,NY,11211,0101000020E61000009B85B57DF57C52C020186792EA5B4440,EiU5NSBVbmlvbiBBdmUsIEJyb29rbHluLCBOWSAxMTIwNiwgVVNBIjASLgoUChIJ8c4JD-VbwokRhcKmbPgr79IQXyoUChIJuY94BBBawokR4PEisSl6o70,,Corrected: 95 Union Ave (conf: 0.61),UNMATCHED,0.0,,,Not matched to any HubSpot record
Nowon - Bushwick,Bushwick,436 Jefferson St,New York,NY,11237,0101000020E61000009C43D6CD117B52C0C0B0933C945A4440,ChIJCzyNLENbwokR-lXh5FtzU70,,Valid: Nowon Bushwick (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 438
Nowon - East Village,East Village,507 E 6th St,New York,NY,10009,0101000020E6100000635D02C3EE7E52C0EF7C3CFAD75C4440,ChIJjReAQKxZwokRnnraeb2WJ18,,Valid: Nowon East Village (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 437
Nudibranch,East Village,125 1st Ave.,New York,NY,10003,0101000020E6100000D33EFD78157F52C0B3C9BE6D315D4440,ChIJ5Qa2Xu9ZwokRIyvK1rhdwgw,,Valid: Nudibranch (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 159
Ocean Beach Cafe,Outer Richmond,734 La Playa St,San Francisco,CA,94121,0101000020E61000005A187D60A2A05EC028CAEF7E26E34240,ChIJg4qwGKeHhYARo41FFI_aOss,,Valid: Ocean Beach Cafe (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 706
Octavia,Pacific Heights,1701 Octavia St,San Francisco,CA,94109,0101000020E610000021054F21579B5EC030478FDFDBE44240,ChIJV183oL-AhYAR_u2Yr8GaZWo,,Valid: Octavia Street (conf: 0.80),MATCHED,0.95,claude_verified,,Matched to HS row 324
Okaeri Japanese Bistro,Okaeri,3515 20th St,San Francisco,CA,94110,0101000020E6100000FC3905F9D99A5EC00745F30016E14240,ChIJc2x-KdV_j4ARr3s50-Q5LcE,,Valid: Okaeri Japanese Bistro (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 333
Okane,Okane,669 Townsend St,San Francisco,CA,94103,0101000020E6100000D4C3865DCA995EC014D1AFAD9FE24240,ChIJjaWT5yx-j4AR0S6cwdgnD4Q,,Valid: Okane (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 298
Omakase SF,Design District,665 Townsend St,San Francisco,CA,94103,0101000020E6100000E0B9F770C9995EC04C33DDEBA4E24240,ChIJFYz55yx-j4ARFUpWF0lt4gw,,Valid: Omakase (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 304
Ornithology Jazz Club,Bushwick,6 Suydam St,Brooklyn,NY,11221,0101000020E6100000DBBC1699A57B52C061BBC50D09594440,ChIJ8SrMcWVdwokRAqKQSZARpE0,,Valid: Ornithology Jazz Club (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 880
Osteria Alberico,DU,3455 S University Blvd,Englewood,CO,80113,0101000020E61000000F4757E96E3D5AC07751F4C0C7D34340,ChIJEWGg8AeBbIcRIxHpsp2a-eQ,,Valid: Osteria Alberico (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 821
Other Half,Gowanus,195 Centre St,Brooklyn,NY,11231,0101000020E6100000429F54DFF17F52C092E4F8D243564440,ChIJyXHHyfZawokRm6SBxpOHUxY,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to HS row 594
Other Half,Rockefeller Center,600 5th Ave A2,New York,NY,10020,0101000020E610000020AB82DAA47E52C0E7A7627DFF604440,ChIJeZmEkv5YwokRuB5MvczrPZI,,Corrected: 600 5th Ave A2 (conf: 0.68),MATCHED,0.95,claude_verified,,Matched to HS row 466
Other Half,Williamsburg,34 River St,Brooklyn,NY,11249,0101000020E6100000B218B66AE07D52C0404BD5E7A65B4440,ChIJ1S-GtWNZwokR0Ml1xt-df9o,,Corrected: 34 River St (conf: 0.61),UNMATCHED,0.0,,,Not matched to any HubSpot record
Overstory,Financial District,70 Pine St 64th Floor,New York,NY,10005,0101000020E6100000D09508547F8052C0317CFABE6E5A4440,ChIJ_8dmJ0lbwokRIJHQFfXiMNo,,Valid: Overstory (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 149
Owlbear Cafe,Mt. Pleasant,1964 Riviera Dr J,Mt Pleasant,SC,29464,0101000020E61000008E3A3AAE46F453C012F92EA52E694040,ChIJnVMSUxVz_ogRGHD5la1rr8k,,Valid: Owlbear Cafe (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 209
Oxomoco,Greenpoint,128 Greenpoint Ave,Brooklyn,NY,11222,0101000020E61000003907CF84267D52C03C33271E6E5D4440,ChIJ__-z7kBZwokRezHqB39zBLI,,Valid: Oxomoco (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 460
