Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?,verified_place_id,confidence_score,match_status,notes,processed
Verde Mount Pleasant,Verde Restaurant - Mt. Pleasant,,ChIJ5bKJ9dtx_ogRC2LndtxGrNM,,,,0.0,,,False
Verde - King Street,Verde - King St.,433 King Street,ChIJg7b6WRN6_ogRMxXw1kPkUEM,CHS,,,0.0,,,False
Little Rascal Nolita,Little Rascal,163 Elizabeth St,ChIJL8FQnohZwokRtuZZu_mQ_xI,NYC,,,0.0,,,False
Little Rascal Greenpoint,Little Rascal- Greenpoint,163 Elizabeth Street,ChIJ01RS_U1ZwokRYmG4U1zKxgs,NYC,,,0.0,,,False
Brown Dog Deli Harleston Village,Brown Dog Deli,225 Calhoun St,ChIJHRq3Sw56_ogRsVgGoXhhptQ,CHS,,,0.0,,,False
Verde MUSC Main Hospital,Verde Restaurant - MUSC Main Hospital,,ChIJv9sG_FBawokRla6TIaJSNM4,NYC,,,0.0,,,False
Verde  Airport,Verde Restaurant - Charleston International Airport,,ChIJK_CSR6Bl_ogRvvcG30aQ4k4,CHS,,,0.0,,,False
Verde College of Charleston,Verde Restaurant - College of Charleston,,ChIJK_CSR6Bl_ogRvvcG30aQ4k4,CHS,,,0.0,,,False
Bar Enzo Long Island City,The Greats of Craft - Bar Enzo - LIC,,ChIJD_uCNtNZwokR8uyJSOjMuZQ,NYC,,,0.0,,,False
Verde Avondale,Verde Restaurant - Avondale,,ChIJGXy4c8J7_ogR3zm4tOX3Bc4,NYC,,,0.0,,,False
Verde Belle Hall,Verde Restaurant - Belle Hall,,ChIJ5bKJ9dtx_ogRC2LndtxGrNM,NYC,,,0.0,,,False
Verde Park Circle,Verde Restaurant - Park Circle,,ChIJK_CSR6Bl_ogRvvcG30aQ4k4,CHS,,,0.0,,,False
Verde MUSC - Ashley River Tower,Verde Restaurant - MUSC Ashley River Tower,,ChIJi2WKszl6_ogRfD7bDDJVkCs,NYC,,,0.0,,,False
Trick Dog-BAR BLACKBIRD,Trick Dog,3010 20th Street,ChIJFc-4Pzd-j4ARf66cV7PRZxw,SF,,,0.0,,,False
Local Roots Market57,localroots.nyc,101 Warren Street,ChIJOVrVlpJZwokRyWwXfTLLV3M,NYC,,,0.0,,,False
Clerks Downtown,Clerks Coffee Company,181 Church St,ChIJwQPCRS17_ogRXFQ2EbBGdz4,CHS,,,0.0,,,False
Frannie & The Fox Downtown,Frannie & The Fox,181 Church Street,ChIJOetRgzp7_ogR_eJsx6ttGls,CHS,,,0.0,,,False
Cafe Colette,Cafe Colette,79 Berry St,ChIJBanVDl1ZwokROc3C9FpKZ78,NYC,,,0.0,,,False
Carriage House,Carriage House,142 West 10th Street,ChIJlzm4NCRZwokRGSjvjX5yFvI,NYC,,,0.0,,,False
Meraki Williamsburg,Meraki Greek Bistro,142 Southeast 1st Avenue,ChIJQbmcEdFZwokRR02fTE9tLhA,NYC,,,0.0,,,False
Ruffian East Village,Ruffian,125 East 7th Street,ChIJHfvtRp1ZwokREpFE8Z1BEKs,NYC,,,0.0,,,False
Breeze Greenpoint,Breeze,,ChIJayMXxXBZwokRq41Uj462dS0,NYC,,,0.0,,,False
Spaghetti Incident Lower East Side,Spaghetti Incident,231 Eldridge Street,ChIJa00rEYRZwokRP-GRuN-bLTQ,NYC,,,0.0,,,False
TALEA Beer Co. - Penn District,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJnc6ISERZwokRcs56foDArOM,NYC,,,0.0,,,False
Bar Sprezzatura Financial District,Bar Sprezzatura,"One Maritime Plaza, #100",ChIJU00uDM6BhYAR_ZOluZ0m4qA,SF,,,0.0,,,False
Bad Roman Columbus Circle,Bad Roman,"3rd floor, 10 Columbus Cir",ChIJG0fkfuJZwokRqmAxXTpYP2I,NYC,,,0.0,,,False
Twin Tails Columbus Circle,Twin Tails,10 Columbus Circle 3rd Floor,ChIJbxASGTNZwokR9eIMYL28EQE,NYC,,,0.0,,,False
Alphabet City Beer Co. Lower East Side,Alphabet City Beer Co.,"6 Loisaida Ave, New York, NY 10009",ChIJWaWbwHlZwokRj1wHkvB84zE,NYC,,,0.0,,,False
Bar Sprezzatura-BAR BLACKBIRD,Bar Sprezzatura,"One Maritime Plaza, #100",ChIJNVkbEwBZwokRcQJBrkU_Wuo,SF,,,0.0,,,False
Zou Zou's Hudson Yards,Zou Zou's,385 9th Avenue,ChIJKVbn75VZwokRLdlBWe5rbtU,NYC,,,0.0,,,False
MADELINE'S,MADELINE'S,"113 Franklin St FC, Brooklyn, NY 11222",ChIJzSqlSxpZwokRnXgKKOO_yWE,NYC,,,0.0,,,False
Wine:30,Wine:30,41 E 30th St,ChIJiUAH6adZwokRfDpIF52xwuo,NYC,,,0.0,,,False
Arthur and Sons Murray Hill,Arthur & Sons Murray Hill,145 East 39th Street,ChIJ5wRLNwBZwokRCRy7BYuPh6w,NYC,,,0.0,,,False
Hudson Club Midtown,Hudson Club,136 w 55th st,ChIJZ49dwcNZwokRtUHt_n4BYME,NYC,,,0.0,,,False
5ive Spice- Nolita,5ive Spice- Nolita,"227 Mulberry St, New York, NY 10012",ChIJO1_22AhZwokRm6t3InR_YCQ,NYC,,,0.0,,,False
Wildflower Chelsea,Wildflower,505 W 23rd St,ChIJnReZJQBZwokRRwOUbuV7JzE,NYC,,,0.0,,,False
5ive Spice- Grammercy,5ive Spice- Gramercy,"363 3rd Ave New York, NY 10016",ChIJg_hIprRZwokRG4Dms5riUOU,NYC,,,0.0,,,False
Milos Meze,Milos Meze,3348 Steiner St.,ChIJz5elL9eAhYARHEkGT1LSNkc,SF,,,0.0,,,False
KAIYŌ Rooftop SOMA,KAIYO ROOFTOP,"701 3rd St 12th Floor,",ChIJAS1jCN5_j4AR_KeMCaeunWw,SF,,,0.0,,,False
Kid,Kid,,ChIJg0HWjBpawokRzYQIfpNPsSo,NYC,,,0.0,,,False
The Greats of Craft - Midtown East- Bfast Pass,The Greats of Craft - Midtown East,983 1st Ave.,ChIJs6AxqHdZwokRwkvw64aePmI,NYC,,,0.0,,,False
Motel Morris Chelsea,The Morris,132 7th Ave,ChIJEc5RXrxZwokR2Zud13FFqR0,NYC,,,0.0,,,False
X-Golf Williamsburg,X Golf Brooklyn,225 South Main Street,ChIJeYgCuyJZwokR1g2Im-QCgtk,NYC,,,0.0,,,False
KAIYO ROOFTOP - BAR BLACKBIRD-New Deal,KAIYO ROOFTOP,"701 3rd St 12th Floor,",ChIJAS1jCN5_j4AR_KeMCaeunWw,SF,,,0.0,,,False
Tacombi - nolita,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,,0.0,,,False
Tacombi - nolita,Tacombi (Parent Company),265 Bowery,ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,,0.0,,,False
Kaiyo Soma,KAIYO RESTAURANT,"701 3RD ST, FLOOR 1",ChIJAS1jCN5_j4AR_KeMCaeunWw,SF,,,0.0,,,False
Midnights,Midnights,149 North 6th Street,ChIJoerR5V1ZwokRu55P9DJaNEo,NYC,,,0.0,,,False
Midnights,X Golf Brooklyn,225 South Main Street,ChIJoerR5V1ZwokRu55P9DJaNEo,NYC,,,0.0,,,False
Cecilia East Village,Cecilia,97 St Marks Pl,ChIJOxW7qFFZwokR-KdRrjd3o9w,NYC,,,0.0,,,False
Hank's Seafood Restaurant Radcliffborough,Hank's Seafood Restaurant,10 Hayne St,ChIJt5BmhQ16_ogRbwSj1J64dmA,CHS,,,0.0,,,False
Milk & Hops Chelsea,Milk & Hops,166 9th Ave,ChIJN6avE7lZwokRZrgdqFX1f6Y,NYC,,,0.0,,,False
Twist Bar,Twist Bar,,ChIJL8iG0HNZwokR70zQBzoMKTc,NYC,,,0.0,,,False
Little Palm Downtown,Little Palm,237 Meeting St,ChIJC4n-xyN7_ogRFpS2Bz2a7Wg,CHS,,,0.0,,,False
The Coffee Counter French Quarter,The Coffee Counter,237 Meeting Street,ChIJU3WDczx7_ogR525G2DE5d8Q,CHS,,,0.0,,,False
Kru,Kru,190 North 14th Street,ChIJz0Bt0ldZwokR698-eT0Dh88,NYC,,,0.0,,,False
Kings of Kobe - Wagyu Kitchen & Bar Hell's Kitchen,Kings of Kobe,650 W 42nd St,ChIJlaUCHbxZwokRUPWZkyNQyYg,NYC,,,0.0,,,False
Amarena Russian Hill,Amarena,2162 Larkin Street,ChIJM7I8HemAhYARjCsAkDZd_D8,SF,,,0.0,,,False
Wabi Nori,Wabi Nori,"115 Essex St, New York, NY 10002",ChIJSU8szcZZwokRurWGO4cm_3g,NYC,,,0.0,,,False
Fan Fan Doughnuts Clinton Hill,Fan Fan Doughnuts,448 Lafayette Avenue,ChIJ-eBifR5bwokRgXeVyNhDBFg,NYC,,,0.0,,,False
Bar Six,Bar Six,"502 6th Ave, New York, NY 10011",ChIJ9bgCzJdZwokRvm_6RoQ8edg,NYC,,,0.0,,,False
Wild East Brewing Co.,Wild East Brewing Co.,"623 Sackett St, Brooklyn, NY 11217",ChIJCb9dhqVbwokRRWJzMd-IdYk,NYC,,,0.0,,,False
Due West West Village,Due West,189 W 10th St,ChIJEyUgYZRZwokRETFRosKubF8,NYC,,,0.0,,,False
Mijo Chelsea,Mijo (Chelsea),25 West 11th Street,ChIJYz7xMA1ZwokRKF9e6rssLcA,NYC,,,0.0,,,False
The Purple Tongue Wine Bar,Purple Tongue,"410 W 43rd St, New York, NY 10036",ChIJw4INJQBZwokRQDsl00Ujaig,NYC,,,0.0,,,False
Ricco Mediterranean Restaurant Marina,Ricco Mediterranean Restaurant,3145 Fillmore Street,ChIJT38zVACBhYARt6kXf2xuSvs,SF,,,0.0,,,False
Fornino Greenpoint,Fornino,849 Manhattan Ave,ChIJx1Bo1EBZwokRUZ_xdNzvcLY,NYC,,,0.0,,,False
Falu House,Falu House,,ChIJbwTrdABZwokRJBMnW6dXFoM,NYC,,,0.0,,,False
Amelie  Polk Gulch,Amelie San Francisco,1754 Polk Street,ChIJ88G-quuAhYAR7bj0Yhr8gwI,SF,,,0.0,,,False
Bergerac SoMa,Bergerac,316 11th Street,ChIJ5wZMMyZ-j4ARDpT0d0kIx7A,SF,,,0.0,,,False
Nowon - East Village East Village,Nowon East Village,507 e 6th street,ChIJjReAQKxZwokRnnraeb2WJ18,NYC,,,0.0,,,False
Nowon Bushwick,Nowon Bushwick,436 Jefferson Street,ChIJCzyNLENbwokR-lXh5FtzU70,NYC,,,0.0,,,False
Nowon - Bushwick Bushwick,Nowon Bushwick,436 Jefferson Street,ChIJCzyNLENbwokR-lXh5FtzU70,NYC,,,0.0,,,False
LaRina Pastificio & Vino,LaRina Pastificio & Vino,"387 Myrtle Ave, Brooklyn, NY",ChIJweAtELhbwokRO1AexCvuRo0,NYC,,,0.0,,,False
Threes Brewing Greenpoint,Threes Brewing Gowanus,333 Douglass Street,ChIJE6U0R0BZwokRqbil1N5FfAM,NYC,,,0.0,,,False
Strange Delight,Strange Delight,63 Lafayette ave ,ChIJSZ__agBbwokRFqNZkOBfbsk,NYC,,,0.0,,,False
Bar Moga SoHo,Bar Moga,128 W Houston St,ChIJRy7Z-I1ZwokRQm17a6QDJ6E,NYC,,,0.0,,,False
Brooklyn Brewery (Craft Beer Pass),Brooklyn Brewery,79 North 11th Street,ChIJUaAuMl1ZwokRt0-S_ynnRtc,NYC,,,0.0,,,False
Alphabet City Beer Co. - Craft Beer Pass,Alphabet City Beer Co.,"6 Loisaida Ave, New York, NY 10009",ChIJWaWbwHlZwokRj1wHkvB84zE,NYC,,,0.0,,,False
Torch & Crown Brewing Company - Craft Beer Pass,Torch & Crown Brewing Company,12 Vandam Street,ChIJFcrad0_1wokRgswE_VOwb4o,NYC,,,0.0,,,False
Moody Tongue Sushi - Craft Beer Pass,Moody Tongue Sushi,,ChIJGUJaVtVZwokR3VU_JU2pedg,NYC,,,0.0,,,False
Threes Brewing Gowanus,Threes Brewing Gowanus,333 Douglass Street,ChIJ__u3R6tbwokRYMOym8O83H0,NYC,,,0.0,,,False
Gotham Burger Social Club Greenpoint,Gotham Burger Social Club @ Threes Brewing,113 Franklin St,ChIJXZ6WJABZwokRDi2X0_3I1Mo,NYC,,,0.0,,,False
Gotham Burger Social Club Greenpoint,Gotham Burger Social Club,113 Franklin St,ChIJXZ6WJABZwokRDi2X0_3I1Mo,NYC,,,0.0,,,False
Moody Tongue Pizza,Moody Tongue Pizza,123 st marks pl,ChIJGSBX5MNZwokR8dULUeLZH5M,NYC,,,0.0,,,False
Lume West Village,Lume,"259 West 4th Street, New York, NY 10014",ChIJN-YZAHNZwokRfCSd6SaZWUc,NYC,,,0.0,,,False
Kings County Distillery,Kings County Distillery,"Kings County Distillery, 299 Sands St, Brooklyn, NY 11205",ChIJbe26PclbwokRfrb6lAnTB30,NYC,,,0.0,,,False
Patisserie Fouet Midtown,Patisserie Fouet,15 E 13th St,ChIJE_xuhXVZwokR6efVoP5x41g,NYC,,,0.0,,,False
Estancia Piola,Estancia Piola,,ChIJ-cemB1xbwokRUuBRPBg0opo,NYC,,,0.0,,,False
The Ox Greenpoint,The OX Wine Bar,,ChIJW5CTpjRbwokRoyMu9xFuCKE,NYC,,,0.0,,,False
Krupa Grocery South Slope,Krupa Grocery,231 Prospect Park W,ChIJDXCWZh5bwokROj_-7EfM3NI,NYC,,,0.0,,,False
BRISCOLA TRATTORIA,BRISCOLA TRATTORIA,"798a Franklin Ave, Brooklyn, NY 11238, United States",ChIJD6W7CwBbwokRwO5z7BMo7-M,NYC,,,0.0,,,False
Kokomo Greenpoint,Kokomo,65 Kent Ave,ChIJ9-EhOXlZwokRSdB_B9mYM30,NYC,,,0.0,,,False
Oxomoco,Oxomoco,"128 Greenpoint Ave, Brooklyn, NY 11222",ChIJ__-z7kBZwokRezHqB39zBLI,New York,,,0.0,,,False
Black Seed Bagels Nolita,Black Seed Bagels,176 1st Avenue,ChIJV1BBkp1ZwokRpjqvV01uiqg,NYC,,,0.0,,,False
Heirloom Cafe Mission,HEIRLOOM CAFE,2500 Folsom Street,ChIJ3XEasjl-j4ARWcW8iwtlkhw,SF,,,0.0,,,False
Park Slope Ale House Park Slope,Park Slope Ale House,"356 6th Ave, Brooklyn, NY 11215, United States",ChIJwyH4GwJbwokRO0x0jD_unvw,NYC,,,0.0,,,False
MáLà Project -EV- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJM2NCGJ1ZwokRA2nCkZcz08g,New York,,,0.0,,,False
Someday Bar NYC,Someday Bar NYC,"364 Atlantic Ave Brooklyn, NY 11217",ChIJW7hnbe5bwokRG2IHXWO1xcA,NYC,,,0.0,,,False
Other Half Brewing - 600 5th Ave,Other Half Brewing (Parent),"600 5th Ave, New York, 10020",ChIJ56J9GJFZwokRdJwuF-USZIs,NYC,,,0.0,,,False
Other Half Brewing - 600 5th Ave,Other Half Brewing (600 5th Ave),195 Centre Street,ChIJ56J9GJFZwokRdJwuF-USZIs,NYC,,,0.0,,,False
Cane Pazzo,Cane Pazzo,"1276 Yeamans Hall Rd, Hanahan, SC 29410",ChIJPc3odmxj_ogRMyxZUrj4HU4,CHS,,,0.0,,,False
Shuggie's,Shuggie's,"3349 23rd St, San Francisco, CA 94110",ChIJr5cI0LR_j4ART457wcGBDoY,SF,,,0.0,,,False
The Morris,The Morris,"2501 Mariposa St, San Francisco, CA 94110
",ChIJqZE4DTF-j4ARUYdqdEEgh8k,SF,,,0.0,,,False
Elixir,Elixir,"3200 16th St, SF, CA 94103",ChIJvwAwoRh-j4AR1BKWDkmJ3-E,SF,,,0.0,,,False
NOPALITO,Nopalito,"306 Broderick St., San Francisco, CA 94117",ChIJWdx6WK6AhYARchLwAKyG4-Y,SF,,,0.0,,,False
Blue Plate,Blue Plate,"3218 Mission St.SF, CA 94110",ChIJ7d1kDkN-j4ARLXO5JZwg7NI,SF,,,0.0,,,False
Tamarind Tribeca,Tamarind Tribeca,"99 Hudson St, New York, NY 10013",ChIJ6Vva1h9awokRXw_JSQ_x6y4,NYC,,,0.0,,,False
Suprema Provisions,Suprema Provisions,"305 Bleecker St, New York, NY 10014",ChIJR4Ced5NZwokREuYXRM57BmY,NYC,,,0.0,,,False
L'Express,L'Express,249 Park Ave S,ChIJb9HznqFZwokRHWxf3DbskaI,NYC,,,0.0,,,False
L'Express,Chef Driven Hospitality,630 Ninth Avenue,ChIJb9HznqFZwokRHWxf3DbskaI,NYC,,,0.0,,,False
Don Ceviche East Village,Don Ceviche East Village,"57 1st Ave New York, NY 10003",ChIJAf1O3jhZwokRRljq3vIx8ak,NYC,,,0.0,,,False
Don Ceviche Essex,Don Ceviche Essex,"88 Essex Street #11 New York,  NY10002 ",ChIJm9uu_FpZwokR875MVLu2loI,NYC,,,0.0,,,False
Salad Don,Salad Joon,"88 Essex Street #3 New York, NY 10002",ChIJNxi3aTJZwokR22BQhiSpRjw,New York,,,0.0,,,False
Chambers,Chambers eat + drink,"94 Chambers St #1, New York, NY 10007",ChIJ43KaxzxbwokRVjbWT05nZ_M,New York,,,0.0,,,False
ALL BLUES,ALL BLUES,"87 Walker St, New York, NY 10013",ChIJdROsbwBbwokRHl54aM_rAsc,NYC,,,0.0,,,False
l’abeille,l’abeille,"412 Greenwich St, New York, NY 10013",ChIJq75Ur-tZwokRo7I_F_PhlcU,NYC,,,0.0,,,False
l'abeille à côté,L’Abeille,"412 Greenwich StreetNew York, NY, 10013",ChIJq75Ur-tZwokRo7I_F_PhlcU,NYC,,,0.0,,,False
Sushi Ichimura,Sushi Ichimura,"412 Greenwich Street New York, NY, 10013",ChIJU10X_TJZwokRuSfnHw4dhQE,NYC,,,0.0,,,False
Tio Pepe,Pepes Restaurant Group,"168 West 4th Street, New York, NY 10014",ChIJ06Eo6ZNZwokR_ngr5nAD7do,NYC,,,0.0,,,False
Tio Pepe,Tio Pepe Restaurant,168 West 4th Street,ChIJ06Eo6ZNZwokR_ngr5nAD7do,NYC,,,0.0,,,False
Burgers and Beer NYC,Burgers and Beer,170 West 4th Street,ChIJz1tFP_9ZwokR1NewYt9iemw,NYC,,,0.0,,,False
Burgers and Beer NYC,Pepes Restaurant Group,"168 West 4th Street, New York, NY 10014",ChIJz1tFP_9ZwokR1NewYt9iemw,NYC,,,0.0,,,False
DACHA Kitchen & Bar,DACHA Kitchen & Bar,"1085 Sutter Street, SF, CA 94109",ChIJwzLVbKSBhYAROU9e3ep4_BU,SF,,,0.0,,,False
25 Lusk,25 Lusk,"25 Lusk, SF, CA 94107",ChIJwzwoQNZ_j4ARtdLL7CUl4TQ,SF,,,0.0,,,False
St. Mazie,St. Mazie Bar & Supper Club,"345 Grand St, Brooklyn, NY 11211
",ChIJSy8Bbl9ZwokR8QnOQHNn4hk,NYC,,,0.0,,,False
Grimm Artisanal Ales,Grimm Artisanal Ales,"990 Metropolitan Ave, Brooklyn, NY 11211",ChIJO0onUVNZwokRAuTHAAO2OA0,NYC,,,0.0,,,False
Kalye - Rivington,Kalye,"251 Broome St, New York, NY 10002",ChIJzxi2CEFZwokRGLb3H5aeHDU,NYC,,,0.0,,,False
Rocco's Sports & Recreation Noho,Rocco's Cafe,"1131 Folsom St, SF, CA 94103",ChIJ2fLg9KdZwokR0cET1EjEuwk,SF,,,0.0,,,False
Kings County Brewers Collective,Kings County Brewers Collective,"381 Troutman St, Brooklyn, NY 11237",ChIJb6ZVSB1cwokRES6FZ2WAMAA,NYC,,,0.0,,,False
Kalye - Broome St,Kalye,"251 Broome St, New York, NY 10002",ChIJj4yA4zJZwokRtQObXxWzxhc,NYC,,,0.0,,,False
carminestreetbeers.com,carminestreetbeers.com,"52 A Carmine St, New York, NY 10014",ChIJ5fF_9ZJZwokRvdVUZVpa2_I,NYC,,,0.0,,,False
MáLà Project -Greenpoint- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJM2NCGJ1ZwokRA2nCkZcz08g,New York,,,0.0,,,False
MáLà Project -Bryant Park- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJuyQyqf9YwokRSlObfXst7sQ,New York,,,0.0,,,False
MáLà Project -Midtown- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJuyQyqf9YwokRSlObfXst7sQ,New York,,,0.0,,,False
Good Guys,Attaboy/Good Guys Parent,8 Mcferrin Avenue,ChIJqcXTb0NZwokRPbW9xBZwUEs,NYC,,,0.0,,,False
Good Guys,Good Guys,134 eldridge 10002,ChIJqcXTb0NZwokRPbW9xBZwUEs,NYC,,,0.0,,,False
Sunday to Sunday,Sunday to Sunday,"88 Orchard St, New York, NY 10002",ChIJnf5Rpv1ZwokRTzMEC8i44xE,NYC,,,0.0,,,False
Butcher's Daughter Nolita - Market,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,,0.0,,,False
Butcher's Daughter Nolita - Market,The Butcher's Daughter (Nolita),,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,,0.0,,,False
Bodega SF,Bodega SF,"138 Mason Street, San Francisco, California 94102",ChIJh26QnF1_j4AR3B7n6vAHjHQ,SF,,,0.0,,,False
Tempest,Tempest Charleston,"32 N Market St Suite C, Charleston, SC 29401",ChIJiUKdZs17_ogREZcxVv3eh-8,CHS,,,0.0,,,False
Aura Bar & Kitchen - New Deal,Aura Bar & Kitchen,"111 1st Ave., New York, NY 10003",ChIJ5QOQdQtZwokRSy16jOl97Uc,NYC,,,0.0,,,False
Park & Grove,Park & Grove,"730 Rutledge Ave, Charleston, SC 29403",ChIJl6_JCTJ7_ogRIauRHOYdIQo,CHS,,,0.0,,,False
Taco Boy - Downtown,Taco Boy - Downtown,"217 Huger St, Charleston, SC 29403",ChIJT2PTq2B6_ogRIrWFtaGTRrU,CHS,,,0.0,,,False
The Cactus Shop,The Cactus Shop,"231 Kent Ave, Brooklyn, NY 11249",ChIJ_dEen79ZwokRCcfpTzsSprc,NYC,,,0.0,,,False
Padoca Bakery,Padoca Bakery,"210 E 67th St, New York, NY 10065",ChIJh9pAEuhZwokREigHqdeZ8S0,NYC,,,0.0,,,False
El Mansour,El Mansour,"3119 Clement St, SF, CA 94121",ChIJQ-y9wqmHhYARgqK_7YRKZ3I,Sf,,,0.0,,,False
Evil Twin Brewing (Ridgewood),Evil Twin Brewing,"43 Main St, Brooklyn, NY 11201",ChIJv4wxbJ5dwokR_StiDfSvWQc,NYC,,,0.0,,,False
Dear Strangers,Dear Strangers,"147 W 4th St, New York, NY 10012",ChIJY9Lf7W9ZwokR9G-2TSrck04,NYC,,,0.0,,,False
Evil Twin Brewing (Dumbo),Evil Twin Brewing,"43 Main St, Brooklyn, NY 11201",ChIJ-04l4vBbwokRHxrsv5Pf9kQ,NYC,,,0.0,,,False
The Rutherford,Avenida,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJ_SRPqI1ZwokRcBVTMGsnBLE,NYC,,,0.0,,,False
The Rutherford,Rutherford,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJ_SRPqI1ZwokRcBVTMGsnBLE,NYC,,,0.0,,,False
Avenida,Avenida,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJhZJ3Yq5ZwokR7_5fevZJH8E,NYC,,,0.0,,,False
Hellbender Nighttime Cafe,Hellbender Nighttime Cafe,"68-22 Forest Ave, Queens, NY 11385",ChIJG4RMPa1dwokRBET-URZXZJU,NYC,,,0.0,,,False
Goldie’s Tavern,Goldie’s Tavern,"3503 Ditmars Blvd, Astoria, NY 11105",ChIJ277esglZwokRaR3P6oIBXqY,NYC,,,0.0,,,False
Rolo's,Rolo's,"853 Onderdonk Ave, Ridgewood, NY 11385",ChIJWUhoPQhdwokRYsDwo5qMnMU,NYC,,,0.0,,,False
Good Bar,Good Bar,"98 Meserole Ave, Brooklyn, NY 11222",ChIJYaebsEZZwokRdaBnC6WMr5A,NYC,,,0.0,,,False
Peck Slip Social- New Deal,Peck Slip Social,"36 Peck Slip, New York, NY 10038",ChIJLX5S9ZpbwokRuhbbCZkqI2Y,NYC,,,0.0,,,False
Vineapple,Vineapple,"71 Pineapple St, Brooklyn, NY 11201",ChIJkdevwDdawokR0j_3ECiQ8rE,NYC,,,0.0,,,False
Lillian's,Lillian's,"247 Congress Street
Charleston, SC 29403",ChIJAzlh7I17_ogRfARqVvn4emA,CHS,,,0.0,,,False
The Pass,The Pass,"207-A St Philip St, Charleston, SC 29403",ChIJ-a0VOdp7_ogRE9Ems6Nte18,CHS,,,0.0,,,False
Huriyali Gardens (Downtown),Huriyali Gardens - Downtown,"401 Huger St, Charleston, SC 29403",ChIJjczF2lp6_ogRBub6Bfc8OkU,CHS,,,0.0,,,False
Mile End Delicatessen,Mile End Delicatessen,"97 Hoyt St, Brooklyn, NY 11217",ChIJLb9vlE1awokRL4Ume5zpejQ,NYC,,,0.0,,,False
PDA Pizza,PDA Pizza,"669 Union St, Brooklyn, NY 11215",ChIJY3JoJx1bwokRm1F_KUvbR64,NYC,,,0.0,,,False
Ritual,Ritual,"145 Calhoun Street Unit 301, Charleston, SC",ChIJr4BTw5Z7_ogRynn84Z_BHUs,CHS,,,0.0,,,False
Il Corallo Trattoria,II Corallo Trattoria,"176 Prince St, New York, NY 10012",ChIJZ75-yI1ZwokR82kXXJvniwo,NYC,,,0.0,,,False
Momoya Soho- New Deal,Happy Tuna,"380 Lexington Ave, New York, NY 10168",ChIJ4Rw7sVhZwokRJuSZSI0jb4A,NYC,,,0.0,,,False
Momoya Soho- New Deal,An | Japanese Restaurant,"427 Amsterdam Ave, New York, NY 10024",ChIJ4Rw7sVhZwokRJuSZSI0jb4A,NYC,,,0.0,,,False
Debajo,Debajo,"44 W 29th St, New York, NY 10001",ChIJoxar_y9ZwokRIM6a4HXsuo4,NYC,,,0.0,,,False
ZOË,ZOË Cocktail Bar & Bites,"579 Howard St., SF, CA 94105",ChIJl1L3AAqBhYARfrEds4G_pEU,SF,,,0.0,,,False
Ferdi,Ferdi," 15 7th Ave S, New York, NY 10014",ChIJoTTiRY1ZwokRn9SpxgNIx7M,NYC,,,0.0,,,False
Stone Park Cafe,Stone Park Cafe, 324 5TH AVENUE BROOKLYN,ChIJF6deL_5awokRh2ohKTMG2HE,NYC,,,0.0,,,False
Huriyali Riverland,Huriyali Riverland,"2016 WAPPOO DR
Charleston SC 29412",ChIJX3X_Fgx5_ogRclV0AGOOGtA,CHS,,,0.0,,,False
Beer Street,Beer Street,"550 Vanderbilt Ave, Brooklyn, NY 11238",ChIJEVFkpFtbwokR5ItXs2oJnvk,NYC,,,0.0,,,False
Hearty and Healthy,Hearty and Healthy,"103 1st Ave., New York, NY 10003",ChIJZZe0gltZwokRcGgGUjceM_4,NYC,,,0.0,,,False
Ella Funt,Ella Funt,"78-80 E 4th St, New York, NY 10003",ChIJoVcSWWFZwokRjbNOZGOxroo,NYC,,,0.0,,,False
Greenwood Park,Greenwood Park,555 7th Ave Brooklyn,ChIJNTec2OBawokRUv0YTg7oX-E,NYC,,,0.0,,,False
Fred's Dog House,Fred's Dog House,"354 Grand St, Brooklyn, NY 11211",ChIJEcTXd2NZwokRgVij9B5UW0A,NYC,,,0.0,,,False
Thief NYC,Thief NYC,"595 Union Ave, Brooklyn, NY 11211",ChIJQwVjADNZwokRaaCi0RuPzWE,NTC,,,0.0,,,False
Randolph Beer,Randolph Beer,"82 Prospect St, Brooklyn, NY 11201",ChIJix9FO6lbwokRkZyFzr3vOeg,NYC,,,0.0,,,False
Little Dipper,Little Dipper,"135 W 30th St, New York, NY 10001",ChIJWXeePgBZwokRjyCUzI8-NjE,NYC,,,0.0,,,False
